sl_no,hsc_p,hsc_s,degree_p,degree_t,etest_p,specialisation,mba_p,salary,gender_0,gender_1
103,0.216983144868786,1,0.34285714285714286,0,0.15625000000000006,0,61.31,0.13513513513513514,True,False
104,0.5796885001066779,2,0.48571428571428577,2,0.7291666666666666,1,65.83,0.05405405405405406,False,True
105,0.2596543631320674,2,0.2571428571428572,0,0.10416666666666669,1,58.23,0.21621621621621623,False,True
108,0.8357158096863664,1,0.7714285714285716,0,0.625,1,73.52,0.0,False,True
109,0.6650309366332409,1,0.37142857142857144,0,0.7083333333333333,0,58.31,0.13513513513513514,False,True
111,0.4090036270535523,2,0.4571428571428572,2,0.15000000000000008,1,54.8,0.06756756756756757,True,False
113,0.216983144868786,1,0.14285714285714285,0,0.16666666666666669,1,53.94,0.06756756756756757,False,True
114,0.6010241092383187,1,0.31428571428571433,0,0.4614583333333334,0,63.08,0.10810810810810811,True,False
115,0.36633240879027096,2,0.37142857142857144,0,0.07708333333333345,1,55.01,0.06756756756756757,False,True
116,0.2596543631320674,2,0.28571428571428575,0,0.8125,0,60.5,0.021621621621621637,True,False
117,0.46874333262214624,1,0.3028571428571427,0,0.9583333333333333,0,70.85,0.13513513513513514,False,True
118,0.5156816727117559,2,0.48571428571428577,2,0.625,0,67.05,0.05405405405405406,False,True
119,0.6223597183699594,2,0.6285714285714286,2,0.9791666666666666,1,70.48,0.10270270270270271,False,True
120,0.3748666524429274,1,0.24571428571428558,0,0.4821018835616438,0,64.34,1.0,False,True
122,0.3449967996586302,2,0.38857142857142846,2,0.11812500000000009,1,71.49,0.06756756756756757,True,False
123,0.34072967783230207,0,0.37999999999999995,0,0.6333333333333334,0,71.0,0.048648648648648665,True,False
124,0.17431192660550462,1,0.48571428571428577,0,0.20833333333333331,1,56.7,0.05405405405405406,False,True
125,0.43033923618519304,2,0.238,1,0.29166666666666663,1,61.26,0.06756756756756757,False,True
126,0.47301045444847445,1,0.48571428571428577,0,0.5208333333333333,0,73.33,0.20270270270270274,True,False
127,0.216983144868786,2,0.5571428571428572,2,0.41666666666666663,0,68.2,0.013513513513513514,True,False
128,0.19564753573714527,2,0.37142857142857144,0,0.11458333333333331,1,58.4,0.06756756756756757,True,False
129,0.4815446981011309,2,0.6205714285714286,2,0.65,1,76.26,0.2702702702702703,False,True
130,0.8293151269468743,1,0.28571428571428575,0,0.8333333333333333,0,68.55,0.06756756756756757,False,True
132,0.13164070834222322,2,0.17142857142857143,1,0.625,0,60.78,0.21621621621621623,True,False
133,0.36633240879027096,1,0.2285714285714286,0,0.5083333333333334,1,53.49,0.13513513513513514,False,True
134,0.2809899722637081,1,0.6000000000000001,0,0.3125,1,60.98,0.06756756756756757,False,True
135,0.8783870279496477,1,0.4571428571428572,0,0.9166666666666665,0,67.13,0.06756756756756757,True,False
136,0.11030509921058249,2,0.37142857142857144,0,0.11666666666666675,1,65.63,0.0,True,False
138,0.2596543631320674,1,0.4571428571428572,0,0.125,1,60.41,0.033783783783783786,False,True
139,0.2809899722637081,2,0.48571428571428577,2,0.9583333333333333,0,71.77,0.06756756756756757,True,False
140,0.4090036270535523,1,0.08571428571428569,0,0.16666666666666669,0,54.43,0.02702702702702703,False,True
141,0.2980584595690206,1,0.38571428571428573,0,0.125,0,56.94,0.08783783783783786,False,True
143,0.19564753573714527,2,0.4980000000000002,2,0.20833333333333331,0,61.29,0.08108108108108109,False,True
144,0.29997866439086834,1,0.4191428571428572,0,0.8125,0,60.39,0.13513513513513514,False,True
146,0.3164070834222316,2,0.4357142857142857,2,0.4583333333333333,1,63.23,0.2702702702702703,False,True
147,0.2596543631320674,2,0.28571428571428575,0,0.7291666666666666,1,55.14,0.0445945945945946,False,True
148,0.4943460635801152,1,0.2571428571428572,0,0.6875,0,62.28,0.13513513513513514,False,True
149,0.7503733731598036,0,0.0,1,0.14583333333333337,0,64.08,0.05405405405405406,True,False
151,0.16705781950074672,2,0.05714285714285716,2,0.125,0,61.3,0.6621621621621622,False,True
152,0.3023255813953488,1,0.5428571428571429,0,0.6875,0,58.87,0.0945945945945946,False,True
153,0.20631534030296567,2,0.8,2,1.0,0,65.25,0.05405405405405406,True,False
154,0.17431192660550462,2,0.2571428571428572,2,0.75,0,62.48,0.1891891891891892,False,True
155,0.2596543631320674,2,0.1142857142857143,0,0.41666666666666663,0,53.2,0.06756756756756757,False,True
157,0.396202261574568,2,0.2571428571428572,2,0.625,1,52.72,0.07432432432432433,False,True
158,0.24898655856624707,1,0.13999999999999999,0,0.9041666666666668,0,55.03,0.13513513513513514,False,True
161,0.4943460635801152,2,0.2571428571428572,2,0.5208333333333333,1,72.29,0.13513513513513514,False,True
163,0.7845103477704285,1,0.6071428571428572,0,0.525,0,66.06,0.11486486486486487,False,True
164,0.3449967996586302,2,0.2285714285714286,2,0.5208333333333333,0,66.46,0.4054054054054055,False,True
165,0.4623426498826541,1,0.21000000000000005,0,0.06333333333333335,0,65.52,0.06756756756756757,True,False
167,0.2383187540004267,1,0.1142857142857143,0,0.27083333333333337,1,52.38,0.05405405405405406,False,True
172,0.6223597183699594,1,0.4571428571428572,0,0.2872916666666666,0,66.04,0.12162162162162163,False,True
173,0.1529763174738639,1,0.0,0,0.7083333333333333,1,52.64,0.13513513513513514,False,True
175,0.0,2,0.23628571428571418,2,0.29166666666666663,0,66.23,0.4054054054054055,False,True
177,0.19564753573714527,1,0.0,0,0.10416666666666669,1,57.9,0.02702702702702703,True,False
178,0.9850650736078514,1,0.6571428571428573,0,0.8125,0,70.81,0.6081081081081081,True,False
179,0.11030509921058249,2,0.34285714285714286,2,0.47916666666666663,1,68.07,0.20270270270270274,False,True
181,0.4410070407510134,1,0.19428571428571423,0,0.14583333333333337,0,56.6,0.08783783783783786,False,True
184,0.5583528909750373,1,0.37142857142857144,0,0.20833333333333331,1,61.82,0.10270270270270271,False,True
186,0.4516748453168338,2,0.6285714285714286,1,0.6666666666666666,1,71.43,0.07027027027027027,True,False
188,0.3129933859611692,2,0.31428571428571433,2,0.9375,0,64.86,0.10810810810810811,False,True
192,0.216983144868786,2,0.4571428571428572,0,0.4583333333333333,0,61.01,0.08648648648648649,False,True
193,0.22551738852144226,1,0.2514285714285714,0,0.9041666666666668,0,57.34,0.0945945945945946,False,True
194,0.2596543631320674,0,0.0,1,0.625,1,56.63,0.13513513513513514,True,False
196,0.5370172818433966,1,0.4571428571428572,0,0.7083333333333333,1,58.95,0.10135135135135136,False,True
197,0.2596543631320674,2,0.6142857142857143,2,0.5833333333333333,0,54.48,0.06756756756756757,False,True
198,0.04629827181566037,2,1.0,2,0.19416666666666665,1,69.71,0.08108108108108109,True,False
200,0.3023255813953488,1,0.02857142857142858,0,0.47916666666666663,1,55.8,0.08783783783783786,False,True
201,0.19564753573714527,1,0.2571428571428572,0,0.7822916666666666,0,52.81,0.13513513513513514,False,True
203,0.2596543631320674,2,0.28571428571428575,2,0.23500000000000001,1,60.11,0.05405405405405406,False,True
204,0.2240238958822274,1,0.0248571428571428,0,0.33333333333333337,1,58.3,0.08108108108108109,False,True
205,0.47301045444847445,1,0.48571428571428577,0,0.625,0,67.69,0.013513513513513514,True,False
206,0.2383187540004267,1,0.2571428571428572,0,0.25,0,56.81,0.06756756756756757,False,True
208,0.5796885001066779,1,0.14285714285714285,0,0.8033333333333333,0,71.55,0.13513513513513514,False,True
210,0.4516748453168338,1,0.2571428571428572,0,0.35416666666666663,0,56.49,0.021621621621621637,False,True
211,0.6650309366332409,1,0.617142857142857,0,0.8541666666666666,0,74.49,0.2702702702702703,False,True
212,0.19564753573714527,2,0.4571428571428572,2,0.5,0,53.62,0.10135135135135136,False,True
213,0.3449967996586302,1,0.48571428571428577,0,0.1875,0,69.72,0.1283783783783784,False,True
214,0.32366119052698955,1,0.05714285714285716,0,0.41666666666666663,1,60.23,0.00540540540540542,True,False
